Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
4E694F544E65456642485156344A795A7531794549413D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Математическая статистика,4,2016/2017,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4E694F544E65456642485156344A795A7531794549413D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Математический анализ 3.5,3,2016/2017,3,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4E694F544E65456642485156344A795A7531794549413D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Языки и методы программирования,2,2015/2016,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4E6B744E685266302F2B48444A3244516457444B76413D3D,7748544342324C51435330745953786C792B6B5646513D3D,Информационные технологии в приборостроении,2,2015/2016,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
4E6B744E685266302F2B48444A3244516457444B76413D3D,7748544342324C51435330745953786C792B6B5646513D3D,"Метрологическое обеспечение измерений, контроля и диагностики",1,2015/2016,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
4E6B7A584B49686131567343592F30467366367938513D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Тепломассообменные аппараты низкотемпературных установок,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
4E6B7A584B49686131567343592F30467366367938513D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Теплофизические процессы в криогенных системах,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
4E6F456632457268345A41416E334358794E384D71673D3D,764F6A4B313553667850764A68346E464D44703650413D3D,Подготовка систем качества и производства к сертификации,5,2017/2018,2,27.03.02 Управление качеством,Очная,Бакалавр,Отчисленный
4E70497A584131697A5156563745635A344A35616E673D3D,356B6F712F2F35546E623052664F464A6D68694474673D3D,Микропроцессорная техника и встраиваемые системы,7,2018/2019,2,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
4E70497A584131697A5156563745635A344A35616E673D3D,356B6F712F2F35546E623052664F464A6D68694474673D3D,Проектирование автоматизированных систем,8,2018/2019,3,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
4E70497A584131697A5156563745635A344A35616E673D3D,356B6F712F2F35546E623052664F464A6D68694474673D3D,Экономика 2.6,6,2017/2018,4,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
4E724E302F554F7374364753465079643238667659673D3D,57466D564F6B5563514952484A6D4147465947347A413D3D,Автоматизация технологических комплексов и систем в промышленности,3,2016/2017,4,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
4E72687844634B67446C46627463355873556F7864673D3D,706E2F326A374E424536777743766E643547754B37413D3D,Проектирование оптико-электронных приборов,3,2016/2017,2,12.04.02 Оптотехника,Очная,Магистр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Детали машин и основы проектирования 2,7,2018/2019,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Проектирование сварных конструкций,8,2018/2019,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Производство сварных конструкций,10,2019/2020,4,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Теоретическая механика 2,4,2016/2017,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Технология сварки плавлением и термической резки,9,2019/2020,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E7376637666697636746A6E345246454562575654673D3D,4F7731486C4C6A2F7848376770687A6171746F794A413D3D,Экономика 2.3,6,2017/2018,4,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4E74706B5764694B7044484C594D79472B6E437547413D3D,4364782B697138764B646F344C6668786630476F73513D3D,Основы анализа поверхности твердых тел и тонких пленок,8,2018/2019,3,03.03.02 Физика,Очная,Бакалавр,Отчисленный
4E75424C70462B573950784E4F717A6F452F52326E513D3D,4171384871346F6E677368354367466675524C3264773D3D,Детали приборов и основы конструирования,5,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4E75424C70462B573950784E4F717A6F452F52326E513D3D,4171384871346F6E677368354367466675524C3264773D3D,"Магнитный, электрический, вихретоковый контроль",8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4E75424C70462B573950784E4F717A6F452F52326E513D3D,4171384871346F6E677368354367466675524C3264773D3D,Механика 2.2,4,2016/2017,2,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4E75424C70462B573950784E4F717A6F452F52326E513D3D,4171384871346F6E677368354367466675524C3264773D3D,Радиационные методы контроля,8,2018/2019,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4E75584F484A7264527753663370636830364C4278413D3D,59667457724C694B5A6D5551534C53794347316257673D3D,Механика 2.2,4,2016/2017,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
4E75584F484A7264527753663370636830364C4278413D3D,59667457724C694B5A6D5551534C53794347316257673D3D,Процессы и аппараты химической технологии,7,2018/2019,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
4E7752624339317A77456267314B722B4E4A4C4A6E513D3D,32414B6A356A7877424A4D6B4C5A305151346E4833773D3D,Буровые станки и бурение скважин,6,2017/2018,2,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
4E7752624339317A77456267314B722B4E4A4C4A6E513D3D,32414B6A356A7877424A4D6B4C5A305151346E4833773D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,3,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
4E7752624339317A77456267314B722B4E4A4C4A6E513D3D,32414B6A356A7877424A4D6B4C5A305151346E4833773D3D,Структурная геология,5,2017/2018,2,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
4E795254532F6F4C35554B79745053453462617559773D3D,4672797852596D5538586332724759494141677054513D3D,Использование вычислительных комплексов в решении прикладных задач,1,2015/2016,4,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4E795254532F6F4C35554B79745053453462617559773D3D,4672797852596D5538586332724759494141677054513D3D,Природоохранные технологии в промышленной теплоэнергетике,3,2016/2017,4,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4E795254532F6F4C35554B79745053453462617559773D3D,4672797852596D5538586332724759494141677054513D3D,Физико-химические основы тепломассообменных процессов,3,2016/2017,4,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4E795254532F6F4C35554B79745053453462617559773D3D,4672797852596D5538586332724759494141677054513D3D,Экспериментальные исследования тепломассообменных и газодинамических процессов,2,2015/2016,4,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4E795254532F6F4C35554B79745053453462617559773D3D,4672797852596D5538586332724759494141677054513D3D,Ядерные энергетические установки,2,2015/2016,4,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4E7A4778724E42536175765675373653653359527A773D3D,4758636F7A6A4A37574331387A5772625879315065673D3D,Проектный менеджмент,3,2016/2017,3,38.04.02 Менеджмент,Очная,Магистр,Отчисленный
4E7A4778724E42536175765675373653653359527A773D3D,4758636F7A6A4A37574331387A5772625879315065673D3D,Современный менеджмент,1,2015/2016,4,38.04.02 Менеджмент,Очная,Магистр,Отчисленный
4E7A4778724E42536175765675373653653359527A773D3D,4758636F7A6A4A37574331387A5772625879315065673D3D,Управленческая экономика,2,2015/2016,3,38.04.02 Менеджмент,Очная,Магистр,Отчисленный
4F3132676F2B4B4E41487177674568596736414D51773D3D,664471705034617664396978427831663072544A47673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F3132676F2B4B4E41487177674568596736414D51773D3D,664471705034617664396978427831663072544A47673D3D,Электрические и электронные аппараты,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F3132676F2B4B4E41487177674568596736414D51773D3D,664471705034617664396978427831663072544A47673D3D,Электрооборудование промышленности,8,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F3232454336647A347667755A2F76436C37545031413D3D,533357526835796A2B44454A4162445536686D4139673D3D,Использование вычислительных комплексов в решении прикладных задач,1,2015/2016,1,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4F32524C556C4B4A67526F566D465A353977663748673D3D,6451463468426646784A51323136756A77476C594D773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F32524C556C4B4A67526F566D465A353977663748673D3D,6451463468426646784A51323136756A77476C594D773D3D,Экономика 2.4,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F32524C556C4B4A67526F566D465A353977663748673D3D,6451463468426646784A51323136756A77476C594D773D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F336752782F745A37784458646F63696253344351513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Механика 2.2,4,2016/2017,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
4F336752782F745A37784458646F63696253344351513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Общеинженерный проект,7,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
4F336752782F745A37784458646F63696253344351513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Технологический проект,8,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
4F343356525630522B41516A4872332B644F6A4A55513D3D,5643756335554537764F36684E76374C5554333077773D3D,Крепление и заканчивание скважин в осложнённых условиях,3,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F35644E36364E4770383733396A573359646D7074513D3D,6B6372347576646F70637761616663364A75467A33513D3D,Прочность оборудования газонефтепроводов и хранилищ,3,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F4130776A5A7737724C3551393670737642687234513D3D,39326B6D5665434D33364C63566247556C654E5031773D3D,Научно-исследовательская работа в семестре,2,2015/2016,1,09.04.01 Информатика и вычислительная техника,Очная,Магистр,Отчисленный
4F4168743053684C505839467A43387568446C3435513D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Математическая статистика,4,2016/2017,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4F4168743053684C505839467A43387568446C3435513D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Программные средства математических расчетов,8,2018/2019,4,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4F4168743053684C505839467A43387568446C3435513D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Языки и методы программирования,2,2015/2016,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
4F41706F4E43516F5A5831376855416E515437754E773D3D,754A774874466B6730476D4837465035312F653763413D3D,Релейная защита электроэнергетических систем,10,2019/2020,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
4F41706F4E43516F5A5831376855416E515437754E773D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
4F456A73514A71424E6741574B42614135474D447A413D3D,442B5536746D57336846366E7668652B7A64643455413D3D,Пожарная безопасность технологических процессов в машиностроении,7,2018/2019,2,20.03.01 Техносферная безопасность,Заочная,Бакалавр,Отчисленный
4F456A73514A71424E6741574B42614135474D447A413D3D,442B5536746D57336846366E7668652B7A64643455413D3D,Правовые основы гражданской защиты,7,2018/2019,2,20.03.01 Техносферная безопасность,Заочная,Бакалавр,Отчисленный
4F456A73514A71424E6741574B42614135474D447A413D3D,442B5536746D57336846366E7668652B7A64643455413D3D,Производственная и пожарная автоматика,6,2017/2018,2,20.03.01 Техносферная безопасность,Заочная,Бакалавр,Отчисленный
4F456A73514A71424E6741574B42614135474D447A413D3D,442B5536746D57336846366E7668652B7A64643455413D3D,Управление техносферной безопасностью,8,2018/2019,2,20.03.01 Техносферная безопасность,Заочная,Бакалавр,Отчисленный
4F46666D6F64777A4430574D7155636B534A5A674E513D3D,6544575949744377463067367830775A7968413448513D3D,Всеобщее управление качеством,4,2016/2017,4,27.03.05 Инноватика,Очная,Бакалавр,Отчисленный
4F46666D6F64777A4430574D7155636B534A5A674E513D3D,6544575949744377463067367830775A7968413448513D3D,Информационное обеспечение инновационной деятельности,7,2018/2019,2,27.03.05 Инноватика,Очная,Бакалавр,Отчисленный
4F46666D6F64777A4430574D7155636B534A5A674E513D3D,6544575949744377463067367830775A7968413448513D3D,Правовое обеспечение инновационной деятельности,5,2017/2018,4,27.03.05 Инноватика,Очная,Бакалавр,Отчисленный
4F466C3154587232667963526D4E4D76662F555531773D3D,6865424349763458464F4E35777759655A526B364E513D3D,"Геология, поиски и разведка месторождений углеводородов",9,2019/2020,2,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
4F466C3154587232667963526D4E4D76662F555531773D3D,6865424349763458464F4E35777759655A526B364E513D3D,Комплексная интерпретация геофизических данных,9,2019/2020,2,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
4F475366354738635462664870547834437A593664773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F475366354738635462664870547834437A593664773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Системы электроснабжения летательных аппаратов,8,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F475366354738635462664870547834437A593664773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические и электронные аппараты,6,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F475366354738635462664870547834437A593664773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические машины,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F4938513644445A684C746D414441386864756F61773D3D,544E495044735148627759417549724D3352643653513D3D,Анализ хозяйственной деятельности,8,2018/2019,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
4F4938513644445A684C746D414441386864756F61773D3D,544E495044735148627759417549724D3352643653513D3D,Макроэкономика,2,2015/2016,4,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
4F4938513644445A684C746D414441386864756F61773D3D,544E495044735148627759417549724D3352643653513D3D,Микроэкономика,1,2015/2016,4,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
4F4938513644445A684C746D414441386864756F61773D3D,544E495044735148627759417549724D3352643653513D3D,Теория бухгалтерского учета,4,2016/2017,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
4F4955385048422B7337716B48726A57415158774E513D3D,4B36343755384A35374541565A334A4B364A317353773D3D,Экономика 2.7,6,2017/2018,4,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
4F4D31524A5878764F384A544747564A31416D426B673D3D,6C467671335265553768722F324B5A647259754554673D3D,"Автоматизация процессов химической технологии, нефтехимии и биотехнологии",2,2015/2016,1,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Магистр,Отчисленный
4F4D31524A5878764F384A544747564A31416D426B673D3D,6C467671335265553768722F324B5A647259754554673D3D,Методы оптимизации и организации энерго-и ресурсосберегающих химико-технологических систем,2,2015/2016,4,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Магистр,Отчисленный
4F4D31524A5878764F384A544747564A31416D426B673D3D,6C467671335265553768722F324B5A647259754554673D3D,Технологическое проектирование процессов переработки природных энергоносителей,3,2016/2017,4,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Магистр,Отчисленный
4F4D613648304A354A44464A7073434E6F645A7074513D3D,38306D4F566F344C74465556643531723148346739413D3D,Детали машин и основы проектирования 2,7,2018/2019,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4F4D613648304A354A44464A7073434E6F645A7074513D3D,38306D4F566F344C74465556643531723148346739413D3D,Металлообрабатывающие станки и технологическая оснастка,8,2018/2019,3,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4F4D613648304A354A44464A7073434E6F645A7074513D3D,38306D4F566F344C74465556643531723148346739413D3D,"Метрология, стандартизация и сертификация 1.1",4,2016/2017,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4F4D613648304A354A44464A7073434E6F645A7074513D3D,38306D4F566F344C74465556643531723148346739413D3D,Теоретическая механика 2,4,2016/2017,2,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4F4D6D554D64547035545971566D4936493871734D513D3D,44556372766F6E6F4931434A5A746962377555594E673D3D,Информационные технологии,2,2011/2012,2,38.03.02 Менеджмент,Заочная,Бакалавр,Отчисленный
4F4F3169333245456662755955596B6A6A43567774773D3D,6F4F686974634C6541314B757546485A512B594562413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
4F4F335831616454554262492B52536E7148477444513D3D,6E5148346A456368776B526E516F54622F486D7264773D3D,Противоаварийное управление в энергосистемах,3,2016/2017,3,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
4F4F7A626D394A6475437443796E6A532F6C504A36513D3D,6A752B6671443130304D4334476D766E68437A6D66513D3D,Средства и методы управления качеством,3,2016/2017,2,27.04.02 Управление качеством,Очная,Магистр,Отчисленный
4F545335786F696F616E4348574941473258693342513D3D,4544766A4474464A4A4C6D346955504C6835544864673D3D,Детали приборов и основы конструирования,5,2017/2018,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4F545335786F696F616E4348574941473258693342513D3D,4544766A4474464A4A4C6D346955504C6835544864673D3D,Компьютерные и вычислительные средства в измерительной технике,8,2018/2019,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4F545335786F696F616E4348574941473258693342513D3D,4544766A4474464A4A4C6D346955504C6835544864673D3D,Механика 2.2,4,2016/2017,2,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4F545335786F696F616E4348574941473258693342513D3D,4544766A4474464A4A4C6D346955504C6835544864673D3D,Цифровые измерительные устройства,8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
4F546468347971686B4D7648563974486167366C66673D3D,36334C514538365548516D4E654F4874673370376B673D3D,CADCAMCAE - системы в программных пакетах,1,2014/2015,2,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
4F546468347971686B4D7648563974486167366C66673D3D,36334C514538365548516D4E654F4874673370376B673D3D,Динамика мехатронных производственных модулей,3,2015/2016,3,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
4F546468347971686B4D7648563974486167366C66673D3D,36334C514538365548516D4E654F4874673370376B673D3D,"Конструкции, расчет и моделирование мехатронных производственных модулей",3,2015/2016,3,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
4F5835564B7641442B6E553371394B394C69576D37513D3D,7562464562563273656F5033523430783952546338513D3D,Механика 2.2,4,2016/2017,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
4F5835564B7641442B6E553371394B394C69576D37513D3D,7562464562563273656F5033523430783952546338513D3D,Начертательная геометрия и инженерная графика 1.5,1,2015/2016,4,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
4F6177362F4A463154435469337538385145654663513D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
4F6177362F4A463154435469337538385145654663513D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Экономика 2.1,5,2017/2018,4,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
4F634B5761596E4538416B616D6537333864436343513D3D,754A774874466B6730476D4837465035312F653763413D3D,Релейная защита электроэнергетических систем,10,2019/2020,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
4F634B5761596E4538416B616D6537333864436343513D3D,754A774874466B6730476D4837465035312F653763413D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
4F634B5761596E4538416B616D6537333864436343513D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
4F6442447430644A7656346A576C5A6C2F70463661413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Бухгалтерский учет,6,2017/2018,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
4F6442447430644A7656346A576C5A6C2F70463661413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Корпоративные финансы,8,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
4F6442447430644A7656346A576C5A6C2F70463661413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Маркетинг,3,2016/2017,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
4F6442447430644A7656346A576C5A6C2F70463661413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Национальная экономика,7,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
4F6442447430644A7656346A576C5A6C2F70463661413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Теория бухгалтерского учета,4,2016/2017,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
4F6766487361687A79555233455437513676374F72413D3D,6645543474617661327455453879696C3147775735413D3D,Геологическое и гидродинамическое моделирование нефтяных и газовых месторождений,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F6766487361687A79555233455437513676374F72413D3D,6645543474617661327455453879696C3147775735413D3D,Геология нефти и газа,1,2015/2016,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F6766487361687A79555233455437513676374F72413D3D,6645543474617661327455453879696C3147775735413D3D,Гидродинамические исследования скважин,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F6766487361687A79555233455437513676374F72413D3D,6645543474617661327455453879696C3147775735413D3D,Методы исследований геологических формаций,1,2015/2016,3,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F6766487361687A79555233455437513676374F72413D3D,6645543474617661327455453879696C3147775735413D3D,Разработка нефтяных и газовых месторождений,3,2016/2017,3,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
4F6A376C36306A326865614D6A554D7247767A486D413D3D,624663665941697031726C442B4F75673236724479413D3D,Механика 2.2,4,2016/2017,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F6A376C36306A326865614D6A554D7247767A486D413D3D,624663665941697031726C442B4F75673236724479413D3D,Основы квантовой электроники,6,2017/2018,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F6A376C36306A326865614D6A554D7247767A486D413D3D,624663665941697031726C442B4F75673236724479413D3D,Прикладная оптика,7,2018/2019,4,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F6A376C36306A326865614D6A554D7247767A486D413D3D,624663665941697031726C442B4F75673236724479413D3D,Экономика 2.5,6,2017/2018,4,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F6A6B69576C314D74447636545143626D4A454E32773D3D,33734F774A726765357469517150677664636C4B4C673D3D,Базы данных,4,2016/2017,3,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
4F6A6B69576C314D74447636545143626D4A454E32773D3D,33734F774A726765357469517150677664636C4B4C673D3D,Экономика 2.5,6,2017/2018,4,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
4F6A6D4339464C63306E6A342B6674474F54546177413D3D,57466D564F6B5563514952484A6D4147465947347A413D3D,Автоматизация технологических комплексов и систем в промышленности,3,2016/2017,3,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
4F6D394E71774B7357575458334A6D63744234666C413D3D,7139776B6375354B7170556F565839756B54515634413D3D,Размерный анализ конструкций изделий,2,2015/2016,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
4F6D394E71774B7357575458334A6D63744234666C413D3D,7139776B6375354B7170556F565839756B54515634413D3D,Технология и оборудование контактной сварки,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
4F6D49314566387147474E554E6452513972394958773D3D,764F6A4B313553667850764A68346E464D44703650413D3D,Подготовка систем качества и производства к сертификации,5,2017/2018,2,27.03.02 Управление качеством,Очная,Бакалавр,Отчисленный
4F6F586453524356417A56414C376F6F54584F5049513D3D,2B4D414C464A7979464434366A646A496259776C69773D3D,Философия,4,2016/2017,1,21.05.03 Технология геологической разведки,Заочная,Специалист,Отчисленный
4F724D424563487A746F743338774649696B55644E413D3D,664471705034617664396978427831663072544A47673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
4F754E3839553558485037434154304D31756A5A2B773D3D,49413762495730614C6A344974707551505759492F413D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
4F754E3839553558485037434154304D31756A5A2B773D3D,49413762495730614C6A344974707551505759492F413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
4F754E3839553558485037434154304D31756A5A2B773D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика 2.1,6,2017/2018,4,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
4F773167474D48735335546132452F6F4478314C39673D3D,766D35374862466878722B584362414B6D65417731413D3D,Экономика 2.5,6,2017/2018,4,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
4F78306670493768746C506F4F5755337655345444773D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Интернет-технологии,6,2017/2018,4,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
4F78306670493768746C506F4F5755337655345444773D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Экономика 2.6,6,2017/2018,4,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
4F78465879525A4A7A394666716C6761526A564653413D3D,624663665941697031726C442B4F75673236724479413D3D,Механика 2.2,4,2016/2017,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
